,sig
AMOUNT_TAX<=0.5,0.144565990219
AMOUNT_TAX<=0.5^2,0.144565990219
AMOUNT_TAX<=0.5^3,0.144565990219
AMOUNT_TAX<=0.5 NEAUTH_DEVICE_TYPE_Phone,0.0507178441193
AMOUNT_TAX<=0.5^2 NEAUTH_DEVICE_TYPE_Phone,0.0507178441193
AMOUNT_TAX<=0.5 NEAUTH_DEVICE_TYPE_Phone^2,0.0507178441193
NEAUTH_DEVICE_TYPE_Phone,0.00329210020176
NEAUTH_DEVICE_TYPE_Phone^2,0.00329210020176
NEAUTH_DEVICE_TYPE_Phone^3,0.00329210020176
1,-0.333162069947
