,sig
AMOUNT_TAX<=0.5,0.72896579673
NEAUTH_DEVICE_TYPE_Phone,0.152832471209
COMPLETED_SKU_600|Paid Deluxe,0.0561212747525
COST_PER_CUST_LAG7>=2.7329211235046387,-0.00701346977302
AMOUNT_TOTAL_DEDUCTIONS>=6382.5,-0.0286134825955
SESSIONS_TO_COMPLETE> 2.5 <5.5,-0.0853086999233
IMPORT_TYPE_Partial,-0.180511806851
FED_FORM_TYPE_F1040EZ,-0.184286352584
AMOUNT_INCOME_TAX<=0.5,-0.247007770302
IMPORT_TYPE_Import,-0.37812446538
